Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp
Ashleigh Plumptre,ng NGA,DF,Leicester City WFC,24-214,1998,8,8,720,0,0,0,0,0,2,0,0.4,0.4,0.0,1a11dd71,23bce84e,5,1,0.00,0.00,11.4,0,0.07,-0.4,-0.4,0,398,5506,2646,0.2,0.0,3,25,2,1,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,18,13,12,4,2,13,16,3,16,5,11,21,39,40,0,494,64,296,175,35,7,494,5,7,6,1,228,0,84,84,4,0,,0,1.29,10,12,-2,-2.56,5.3,6.0,-0.7,+0.02,0,2,10,0,2,13,0,0,0,58,9,4,279
Tia Primmer,eng ENG,MF,Reading,18-220,2004,9,6,574,1,0,1,0,0,1,0,0.5,0.5,0.2,23f6fdcd,5d020380,8,4,0.13,0.25,22.4,0,0.06,+0.5,+0.5,0,143,1505,415,0.2,-0.2,3,9,3,1,7,9,6,0,0,1,1,1,0,0,0,0,0,0,0,8,8,1,4,3,0,5,5,9,0,9,12,20,5,0,209,8,38,120,55,10,209,0,5,14,6,108,15,61,73,1,3,46,0,1.29,6,12,-6,-3.51,3.2,6.0,-2.7,-1.45,0,11,5,0,6,8,0,0,0,36,2,7,92
Jemma Purfield,eng ENG,"DF,MF",Leicester City WFC,25-290,1997,9,9,721,0,0,0,0,0,0,0,0.3,0.3,0.6,adf8b12b,23bce84e,8,5,0.00,0.00,24.0,1,0.03,-0.3,-0.3,0,302,3260,1545,1.2,-0.6,11,11,7,5,20,21,9,9,1,1,1,0,0,0,0,0,0,0,0,11,5,5,6,0,6,9,3,17,1,16,10,21,20,0,386,14,130,159,102,3,386,1,5,14,8,184,14,35,63,0,6,25,0,2.63,9,1,+8,+0.77,6.1,2.6,+3.5,-0.24,0,6,6,1,41,5,0,0,0,38,3,5,166
Evie Rabjohn,eng ENG,MF,Aston Villa,17-194,2005,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,bf40aa44,53157aa8,0,0,,,,0,,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,90,1,2,15,4,3.00,4,0,+4,+0.65,3.1,1.5,+1.6,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
Emily Ramsey,eng ENG,GK,Everton,22-022,2000,3,3,270,0,0,0,0,0,0,0,0.0,0.0,0.0,41f1df2f,c4989550,0,0,,,,0,,0.0,0.0,0,114,1966,943,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129,111,129,0,0,0,129,0,0,0,0,57,0,,,0,0,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,9,0,0,101
Hayley Raso,au AUS,FW,Manchester City,28-094,1994,6,1,177,1,0,1,0,0,1,0,1.3,1.3,1.3,4a4fc01f,9ce68f8a,9,5,0.11,0.20,12.8,0,0.14,-0.3,-0.3,0,77,866,158,0.4,-1.3,3,2,3,1,5,5,3,0,0,2,0,0,1,0,0,0,1,0,0,2,2,1,1,0,0,0,0,4,0,4,3,5,1,0,101,2,10,24,69,13,101,1,4,6,1,80,22,57,90,3,2,8,3,2.40,6,4,+2,-1.24,7.9,2.8,+5.1,+0.50,0,3,2,0,4,2,0,0,0,9,1,2,61
Guro Reiten,no NOR,"MF,FW",Chelsea,28-135,1994,9,8,634,2,9,1,1,1,0,0,1.5,0.7,2.9,3d728957,a6a4e67d,12,7,0.08,0.14,16.7,0,0.06,+0.5,+0.3,0,266,3219,1091,3.6,+6.1,25,13,19,4,31,43,29,7,1,2,4,0,13,7,2,1,1,2,0,6,3,1,3,2,2,2,0,7,0,7,7,13,0,0,314,0,23,112,183,41,313,4,9,9,9,225,60,56,78,1,3,27,0,0.00,1,6,-5,+2.75,1.9,5.3,-3.3,+0.50,0,4,7,1,34,3,2,0,0,26,2,1,170
Leigh-Anne Robe,eng ENG,"FW,MF",Liverpool,28-347,1993,2,0,19,0,0,0,0,0,0,0,0.0,0.0,0.0,0907ce66,00f74a56,1,0,0.00,,12.5,0,0.02,0.0,0.0,0,3,40,10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,1,1,6,0,0,1,0,3,0,90,90,7,0,,0,1.50,12,15,-3,-0.38,10.7,8.6,+2.2,+0.27,0,0,0,0,0,0,0,0,0,0,1,0,2
Rhiannon Roberts,wls WAL,"MF,DF",Liverpool,32-100,1990,9,0,104,1,0,1,0,0,0,0,0.1,0.1,1.0,04be3fea,00f74a56,2,1,0.50,1.00,21.0,0,0.03,+0.9,+0.9,0,74,882,509,0.8,-1.0,4,5,2,1,7,7,6,0,1,0,0,0,1,1,0,0,0,0,0,9,6,6,3,0,3,3,0,3,0,3,2,11,2,0,94,2,30,39,25,7,94,3,3,2,2,36,5,74,83,3,1,18,0,1.29,5,7,-2,+0.10,4.7,7.2,-2.5,+1.43,0,0,0,0,8,6,0,0,0,8,1,2,39
Katie Robinson,eng ENG,"MF,FW",Brighton,20-122,2002,8,7,653,2,1,2,0,0,0,0,1.5,1.5,0.9,9809a8d0,fa2752bc,10,6,0.20,0.33,13.6,0,0.15,+0.5,+0.5,0,168,1698,551,1.0,+0.1,13,5,11,5,16,21,17,0,0,2,1,1,1,1,0,0,0,0,0,7,5,2,4,1,0,2,2,5,0,5,7,14,3,0,218,4,40,80,109,34,218,4,10,18,13,160,30,90,90,3,0,,0,1.00,2,5,-3,-0.67,1.2,4.3,-3.1,+0.04,0,2,6,1,18,5,0,0,0,28,1,6,105
Ellie Roebuck,eng ENG,GK,Manchester City,23-076,1999,6,6,540,0,0,0,0,0,0,0,0.0,0.0,0.0,16d7db66,9ce68f8a,0,0,,,,0,,0.0,0.0,0,264,4873,3565,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,271,220,270,1,0,0,271,0,1,0,0,196,0,61,79,1,2,9,0,2.63,13,4,+9,-1.87,4.1,2.8,+1.3,-1.60,0,0,0,0,0,0,0,0,0,8,0,0,247
Deanne Rose,ca CAN,FW,Reading,23-280,1999,1,1,24,0,0,0,0,0,0,0,0.0,0.0,0.0,76bd72f1,5d020380,0,0,,,,0,,0.0,0.0,0,4,43,35,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5,1,2,2,1,1,5,0,0,0,1,4,1,88,88,6,0,,0,1.50,12,15,-3,-0.38,10.6,8.3,+2.3,+0.85,0,0,0,0,0,0,0,0,0,1,0,0,3
Rachel Rowe,wls WAL,"MF,FW",Reading,30-086,1992,8,8,720,2,1,2,0,0,1,0,0.3,0.3,0.6,3a336e9f,5d020380,10,3,0.20,0.67,25.1,0,0.03,+1.7,+1.7,0,248,2472,929,0.9,+0.4,12,14,13,1,26,23,11,5,1,1,5,0,3,1,0,0,0,2,0,14,10,2,10,2,4,10,6,15,4,11,7,21,5,0,327,9,41,163,128,9,326,3,23,13,20,199,24,84,84,7,0,,0,0.88,11,28,-17,-0.27,10.2,16.2,-5.9,+0.02,0,7,11,1,34,10,1,0,0,47,1,4,138
Alessia Russo,eng ENG,FW,Manchester Utd,23-303,1999,6,5,413,4,0,4,0,0,1,0,1.3,1.3,0.5,043d38be,0bbd83f6,19,7,0.21,0.57,14.2,1,0.07,+2.7,+2.7,0,100,1117,160,0.3,-0.5,6,0,5,1,5,16,10,0,0,4,1,1,4,2,0,0,1,1,0,3,3,2,1,0,1,2,1,2,0,2,1,4,5,0,160,7,17,55,89,23,160,1,6,23,8,120,28,20,,0,1,20,6,3.00,1,0,+1,+4.80,0.3,0.7,-0.4,-1.79,0,8,7,6,10,3,1,0,0,18,5,3,70
Johanna Rytting Kaneryd,se SWE,"FW,MF",Chelsea,25-299,1997,8,2,284,0,0,0,0,0,0,0,0.6,0.6,0.2,a9d473d9,a6a4e67d,6,0,0.00,,14.7,0,0.09,-0.6,-0.6,0,123,1154,319,0.6,-0.2,6,4,2,0,9,10,9,0,1,0,0,0,1,0,0,1,0,0,0,8,3,3,5,0,1,1,0,5,0,5,2,10,0,0,158,2,14,51,93,26,158,5,11,8,4,112,33,65,82,3,2,14,1,2.63,20,4,+16,+0.93,12.1,4.1,+8.0,+0.46,0,0,3,1,3,3,0,0,0,11,0,1,82
Shanice van de Sanden,nl NED,FW,Liverpool,30-067,1992,5,2,212,1,1,1,0,0,1,0,0.5,0.5,0.2,43dfb0fd,00f74a56,3,2,0.33,0.50,8.8,0,0.18,+0.5,+0.5,0,55,510,212,0.3,+0.8,3,3,4,3,4,7,7,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,69,1,11,22,36,5,69,0,1,2,4,47,10,1,,0,1,1,0,0.00,0,0,0,+1.11,0.0,0.0,0.0,+0.72,0,5,0,1,5,0,0,0,0,14,0,1,32
Veatriki Sarri,gr GRE,MF,Brighton,24-341,1998,8,7,664,1,0,1,0,0,1,0,0.6,0.6,0.4,8da281d5,fa2752bc,10,2,0.10,0.50,24.2,1,0.06,+0.4,+0.4,0,197,1671,485,0.6,-0.4,4,8,4,1,6,14,12,1,0,0,0,1,1,1,0,0,0,0,0,14,9,6,5,3,5,8,3,10,0,10,8,22,2,0,275,12,70,109,104,9,275,2,8,19,16,152,15,28,,0,1,28,1,0.00,0,1,-1,-3.21,0.1,0.3,-0.2,-0.72,0,8,6,1,23,9,0,0,1,37,1,4,116
Connie Scofield,eng ENG,"MF,FW",Leicester City WFC,23-196,1999,2,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,192b4396,23bce84e,0,0,,,,0,,0.0,0.0,0,4,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,4,0,0,0,0,1,0,71,84,4,2,32,1,0.00,2,19,-17,-0.46,1.9,9.2,-7.4,-0.52,0,0,0,0,0,0,0,0,0,1,0,0,2
Bunny Shaw,jm JAM,FW,Manchester City,25-311,1997,8,8,672,8,2,8,0,0,0,0,4.9,4.3,2.1,915083f0,9ce68f8a,39,15,0.21,0.53,12.7,0,0.11,+3.1,+3.7,0,172,1882,273,1.4,-0.1,9,8,2,0,11,25,17,0,1,1,4,2,3,2,0,0,0,0,1,7,6,0,3,4,1,4,3,1,0,1,3,10,7,0,261,9,22,101,141,57,261,6,9,23,8,191,40,90,90,8,0,,0,0.00,2,17,-15,+6.12,3.7,9.0,-5.2,+3.24,0,4,11,2,3,6,1,0,0,26,20,11,126
Risa Shimizu,jp JPN,DF,West Ham,26-176,1996,9,9,810,0,0,0,0,0,0,0,0.2,0.2,0.1,7784f7e2,52d65cea,2,1,0.00,0.00,16.9,0,0.12,-0.2,-0.2,0,397,4407,2421,0.2,-0.1,2,23,3,0,25,9,7,1,1,0,0,0,0,0,0,0,0,0,0,21,17,14,6,1,8,12,4,11,3,8,10,31,19,0,461,29,217,174,74,5,461,2,3,6,7,202,6,,,0,0,,5,,,,,,,,,,0,2,8,0,6,17,0,0,0,46,3,1,252
Erin Simon,us USA,DF,Leicester City WFC,28-111,1994,9,9,706,0,0,0,0,0,1,0,0.0,0.0,0.4,99b8bc28,23bce84e,1,0,0.00,,23.5,0,0.03,0.0,0.0,0,232,2752,1188,0.5,-0.4,6,9,4,3,10,13,9,2,0,1,1,0,0,0,0,0,0,0,0,21,13,12,6,3,9,12,3,7,3,4,10,31,13,0,298,17,111,123,65,2,298,2,7,7,5,153,9,,,0,0,,8,,,,,,,,,,0,5,7,2,10,13,0,1,0,36,2,3,151
Kyah Simon,au AUS,FW,Tottenham,31-166,1991,2,1,93,0,0,0,0,0,0,0,0.0,0.0,0.0,aee12c52,e8e4577c,0,0,,,,0,,0.0,0.0,0,26,235,8,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,2,3,0,0,35,0,5,24,6,2,35,0,1,3,6,24,1,64,81,0,3,29,0,0.78,8,12,-4,+1.66,6.1,9.0,-3.0,+0.87,0,1,0,0,0,0,0,0,0,3,0,2,21
Kirsty Smith,sct SCO,DF,West Ham,28-336,1994,9,9,745,0,2,0,0,0,0,0,0.0,0.0,0.5,74734dd2,52d65cea,1,0,0.00,,13.7,0,0.05,0.0,0.0,0,322,2749,1431,0.6,+1.5,5,4,2,1,8,8,5,3,0,0,0,0,2,0,2,0,0,0,0,19,12,13,4,2,10,16,6,12,2,10,10,29,17,0,398,30,162,122,120,11,398,4,8,10,5,162,14,80,80,5,0,,0,0.00,2,20,-18,+2.81,3.3,9.5,-6.1,+2.26,0,8,2,2,28,12,0,0,0,32,3,7,158
Mackenzie Smith,,MF,Leicester City WFC,,,1,0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,5a3f5147,23bce84e,0,0,,,,0,,0.0,0.0,0,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,0,2,0,1,,0,1,1,3,3.00,0,0,0,+0.38,0.0,0.0,0.0,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Snerle,dk DEN,MF,West Ham,21-260,2001,1,0,33,0,0,0,0,0,1,0,0.1,0.1,0.0,c7ee3275,52d65cea,1,0,0.00,,10.9,0,0.09,-0.1,-0.1,0,4,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,6,0,1,3,2,1,6,0,0,0,0,3,0,90,90,3,0,,4,1.00,2,3,-1,+0.07,2.0,7.0,-4.9,-1.29,0,1,0,0,0,1,0,0,0,0,0,0,1
Katja Snoeijs,nl NED,"FW,MF",Everton,26-099,1996,7,6,540,0,0,0,0,0,0,0,1.0,1.0,0.6,0338228e,c4989550,13,6,0.00,0.00,13.7,0,0.08,-1.0,-1.0,0,124,1480,278,0.2,-0.6,6,4,3,0,9,11,9,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,0,5,0,2,2,5,0,5,1,6,5,0,169,7,23,77,70,20,169,1,1,8,7,116,26,30,61,0,5,23,1,2.00,5,3,+2,-0.47,4.5,2.2,+2.2,-0.23,0,5,4,2,1,5,0,0,0,12,6,1,90
Cho So-hyun,kr KOR,MF,Tottenham,34-167,1988,3,1,138,0,2,0,0,0,0,0,0.1,0.1,0.5,4c004d8c,e8e4577c,1,0,0.00,,15.1,0,0.07,-0.1,-0.1,0,49,624,245,0.0,+1.5,2,7,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,0,1,2,1,4,2,2,0,5,7,0,67,6,23,36,8,2,67,0,0,1,1,39,7,,,0,0,,5,,,,,,,,,,0,1,0,0,1,3,0,0,0,14,0,1,35
Rafaelle Souza,br BRA,DF,Arsenal,31-173,1991,2,2,176,1,0,1,0,0,0,0,0.2,0.2,0.3,d1a10776,411b1108,4,1,0.25,1.00,10.1,0,0.05,+0.8,+0.8,0,156,3261,847,0.0,-0.3,2,17,0,0,12,5,4,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,2,4,1,0,166,4,43,116,8,5,166,3,4,2,0,141,0,70,76,0,1,24,0,2.67,23,5,+18,+0.51,13.6,4.5,+9.1,+0.27,0,0,0,0,0,1,0,0,0,11,8,3,144
Drew Spence,jm JAM,"FW,MF",Tottenham,30-046,1992,7,7,602,3,0,3,0,0,1,0,1.6,1.6,0.2,8983fe4a,e8e4577c,19,6,0.16,0.50,16.9,0,0.09,+1.4,+1.4,0,216,2164,707,0.4,-0.2,5,17,3,0,16,14,11,0,0,1,1,1,0,0,0,0,0,0,0,10,7,1,6,3,2,7,5,8,0,8,2,12,4,0,283,8,46,153,89,20,283,3,7,13,15,183,25,10,,0,2,10,7,0.50,1,1,0,+0.57,0.3,0.5,-0.2,-0.86,0,4,8,2,4,7,0,0,1,38,4,3,151
Rebecca Spencer,jm JAM,GK,Tottenham,31-289,1991,4,4,360,0,0,0,0,0,0,0,0.0,0.0,0.0,c207731f,e8e4577c,0,0,,,,0,,0.0,0.0,0,132,2649,1809,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,139,118,138,1,0,0,139,2,2,0,0,80,0,12,,0,9,12,0,0.89,4,2,+2,+2.62,3.2,1.6,+1.6,+1.72,0,0,0,0,0,0,0,0,0,6,0,0,103
Lucy Staniforth,eng ENG,"MF,FW",Manchester Utd,30-067,1992,4,2,171,0,0,0,0,0,0,0,0.0,0.0,0.0,2ee41ad7,0bbd83f6,1,0,0.00,,9.3,0,0.02,0.0,0.0,0,80,966,268,0.1,0.0,1,11,0,0,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,4,3,1,0,1,2,5,0,0,90,2,18,51,22,1,90,0,0,5,1,68,3,82,87,6,1,45,0,0.88,11,27,-16,+0.48,9.6,15.1,-5.5,+0.28,0,1,3,0,1,2,0,0,0,9,0,1,62
Elise Stenevik,no NOR,"DF,FW",Everton,23-090,1999,8,4,393,0,0,0,0,0,0,0,0.2,0.2,0.3,90e69d93,c4989550,2,0,0.00,,12.8,0,0.08,-0.2,-0.2,0,239,2948,974,0.6,-0.3,6,15,5,2,17,11,6,3,0,0,1,1,1,0,0,0,0,1,0,2,2,1,1,0,0,1,1,6,1,5,4,6,8,0,262,9,88,104,72,9,262,3,5,7,8,176,18,,,0,0,,2,,,,,,,,,,0,4,1,0,19,2,0,0,0,27,1,2,171
Katie Stengel,us USA,FW,Liverpool,30-282,1992,9,9,809,6,0,4,2,2,0,0,4.9,3.4,0.8,78078a19,00f74a56,19,5,0.21,0.80,11.9,0,0.18,+1.1,+0.6,0,227,2769,480,0.4,-0.8,11,20,2,0,12,25,17,1,1,1,3,2,7,3,0,1,1,1,1,14,13,6,3,5,4,5,1,16,2,14,5,19,4,0,303,5,39,148,120,34,301,3,7,20,22,202,32,90,90,6,0,,1,2.00,15,8,+7,-0.83,10.9,5.1,+5.8,-1.31,0,8,10,2,2,13,1,0,0,36,17,19,176
Demi Stokes,eng ENG,DF,Manchester City,30-361,1991,2,2,180,0,0,0,0,0,0,0,0.0,0.0,0.2,a49a1c85,9ce68f8a,0,0,,,,0,,0.0,0.0,0,113,1836,441,0.1,-0.2,2,11,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,2,2,2,0,0,0,0,1,6,0,0,118,0,26,62,30,2,118,0,0,1,0,76,5,24,24,0,0,,0,0.00,0,2,-2,-6.58,0.0,0.9,-0.9,-2.86,0,0,1,0,3,4,0,0,0,8,2,0,98
Abbey-Leigh Stringer,eng ENG,"MF,DF",West Ham,27-205,1995,7,5,460,0,0,0,0,0,2,0,0.0,0.0,0.0,d2fb8712,52d65cea,0,0,,,,0,,0.0,0.0,0,208,2528,764,0.1,0.0,0,13,0,0,13,2,1,0,0,0,1,0,0,0,0,0,0,0,0,7,5,3,4,0,0,3,3,10,5,5,8,15,14,0,259,26,92,141,28,1,259,2,4,8,1,145,3,90,90,8,0,,0,0.50,9,20,-11,-2.37,6.1,13.0,-7.0,-1.33,0,9,7,0,0,5,0,0,0,36,5,5,142
Eveliina Summanen,fi FIN,"MF,FW",Tottenham,24-193,1998,7,7,576,0,1,0,0,0,2,0,0.1,0.1,0.5,562e21cc,e8e4577c,4,2,0.00,0.00,27.9,2,0.04,-0.1,-0.1,0,267,2848,923,0.5,+0.5,7,19,2,0,19,9,7,1,0,0,1,0,2,2,0,0,0,0,0,11,7,4,7,0,8,11,3,8,0,8,13,24,7,1,318,21,85,173,62,7,318,0,1,7,7,192,11,69,79,1,1,20,0,2.50,14,4,+10,-0.17,5.8,2.7,+3.1,-0.17,0,10,5,0,8,7,0,0,0,45,11,6,197
Kateřina Svitková,cz CZE,"FW,MF",Chelsea,26-263,1996,2,1,76,0,1,0,0,0,0,0,0.0,0.0,0.3,556448dd,a6a4e67d,0,0,,,,0,,0.0,0.0,0,44,708,294,0.4,+0.7,3,2,5,2,7,5,2,3,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,2,2,0,51,1,8,16,27,3,51,1,2,1,1,38,7,36,90,2,6,17,1,2.63,12,1,+11,+1.60,8.4,2.3,+6.1,+1.11,0,1,0,1,9,1,0,0,0,3,0,1,29
Nicoline Sørensen,dk DEN,FW,Everton,25-115,1997,1,0,16,0,0,0,0,0,0,0,0.3,0.3,0.2,a027d0c8,c4989550,1,0,0.00,,5.9,0,0.28,-0.3,-0.3,0,6,67,25,0.0,-0.2,2,0,2,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,7,1,8,0,0,1,0,5,4,42,67,0,3,26,0,1.00,6,2,+4,+3.05,4.0,2.2,+1.8,+1.19,0,0,0,0,3,0,0,0,0,1,0,0,5
Elisabeth Terland,no NOR,FW,Brighton,21-163,2001,7,7,607,2,0,2,0,0,1,0,3.0,3.0,0.7,77f78f83,fa2752bc,22,8,0.09,0.25,15.4,1,0.14,-1.0,-1.0,0,103,1254,351,0.5,-0.7,7,4,6,0,10,15,12,0,1,2,0,0,1,1,0,0,0,0,0,5,4,1,1,3,1,3,2,7,2,5,2,7,1,0,160,6,16,69,76,24,160,1,2,16,3,90,22,83,88,5,1,45,0,0.88,10,26,-16,+1.05,9.2,14.8,-5.6,+0.46,0,9,3,4,1,4,0,0,0,20,2,6,73
Martha Thomas,sct SCO,"FW,MF",Manchester Utd,26-191,1996,8,0,168,0,1,0,0,0,0,0,0.4,0.4,0.8,39e9f635,0bbd83f6,6,2,0.00,0.00,16.5,0,0.06,-0.4,-0.4,0,72,975,243,0.4,+0.2,6,2,5,2,7,10,8,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,1,0,84,1,6,31,47,12,84,1,2,1,4,65,17,4,,0,2,4,7,0.00,0,1,-1,-8.78,0.0,0.1,-0.1,+0.38,0,0,0,4,4,0,0,0,0,6,0,1,55
Maria Thorisdottir,no NOR,DF,Manchester Utd,29-186,1993,4,3,270,0,0,0,0,0,0,0,0.0,0.0,0.0,8ee86892,0bbd83f6,0,0,,,,0,,0.0,0.0,0,224,2771,1145,0.0,0.0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,1,1,4,5,1,2,0,2,7,13,14,0,252,20,109,107,37,1,252,2,3,5,2,144,2,84,84,4,0,,0,2.25,20,8,+12,+3.48,15.8,4.6,+11.2,+3.07,0,5,2,0,4,3,0,0,0,26,4,1,161
Samantha Tierney,eng ENG,"DF,MF",Leicester City WFC,24-061,1998,9,9,802,0,0,0,0,0,1,0,0.2,0.2,0.6,92dc4a94,23bce84e,3,2,0.00,0.00,17.5,0,0.07,-0.2,-0.2,0,316,4932,1732,0.1,-0.6,7,10,2,0,14,8,7,0,0,0,1,0,1,1,0,0,0,0,0,14,10,9,4,1,2,3,1,13,8,5,13,27,12,0,377,44,198,154,27,7,377,0,1,5,2,201,2,90,90,9,0,,0,1.33,13,18,-5,,7.1,16.8,-9.7,,0,5,14,2,0,10,0,0,0,61,3,10,238
Ella Toone,eng ENG,MF,Manchester Utd,23-097,1999,8,8,638,3,4,3,0,0,1,0,1.5,1.5,1.7,ea1a4530,0bbd83f6,19,8,0.16,0.38,16.6,0,0.08,+1.5,+1.5,0,298,4000,1336,1.7,+2.3,15,29,25,0,41,38,31,2,0,4,1,0,6,6,0,0,0,0,0,9,6,2,6,1,5,7,2,2,0,2,2,11,0,0,349,1,23,164,165,31,349,2,9,12,13,284,48,,,0,0,,8,,,,,,,,,,0,8,3,5,6,6,0,0,0,26,0,4,244
Aïssatou Tounkara,fr FRA,DF,Manchester Utd,27-267,1995,1,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,d41e4956,0bbd83f6,0,0,,,,0,,0.0,0.0,0,9,165,31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,0,0,10,0,0,0,0,9,0,78,78,5,0,,0,0.00,2,20,-18,+2.03,2.9,10.6,-7.7,+0.28,0,1,0,0,0,0,0,0,0,1,0,0,9
Sanne Troelsgaard Nielsen,dk DEN,"MF,FW",Reading,34-115,1988,7,3,284,2,0,1,1,1,0,0,1.9,1.2,0.0,b0bbf34d,5d020380,6,4,0.17,0.25,13.6,0,0.19,+0.1,-0.2,0,69,734,310,0.1,0.0,0,10,1,0,6,4,4,0,0,0,0,0,1,1,0,0,0,0,0,5,4,0,5,0,1,1,0,3,1,2,3,8,5,0,102,8,21,45,37,10,101,0,0,11,5,68,10,47,63,0,1,30,0,1.50,0,3,-3,-3.24,0.2,1.3,-1.1,-1.10,0,4,0,0,0,4,0,0,0,10,3,0,42
Amy Turner,eng ENG,DF,Tottenham,31-157,1991,7,7,608,0,0,0,0,0,2,0,0.2,0.2,0.1,a21edf38,e8e4577c,4,0,0.00,,18.7,0,0.04,-0.2,-0.2,0,296,3893,1638,0.1,-0.1,2,10,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,5,1,2,4,2,7,3,4,15,22,26,0,350,36,158,151,44,4,350,0,1,4,3,181,2,83,83,5,0,,0,1.33,11,18,-7,-3.61,5.7,15.4,-9.6,-1.11,0,5,4,1,2,3,0,0,1,40,4,4,240
